Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
LINEAR49,100.0,90.0,95.0,0.0,95.0,95.0,0.98,0.01,0.99,0.96
LINEAR50,100.0,93.33,96.67,1.44,98.33,95.0,0.98,0.01,1.0,0.97
LINEAR51,100.0,91.85,95.93,0.88,96.67,95.0,1.0,0.0,1.0,1.0
LINEAR52,100.0,93.7,96.85,0.56,98.33,96.67,1.0,0.0,1.0,1.0
LINEAR53,100.0,93.33,96.67,1.44,98.33,95.0,1.0,0.0,1.0,1.0
LINEAR54,100.0,88.52,94.26,1.47,95.0,91.67,1.0,0.0,1.0,1.0
LINEAR55,100.0,81.48,90.74,2.52,93.33,88.33,1.0,0.0,1.0,0.99
LINEAR56,100.0,85.93,92.96,0.73,93.33,91.67,1.0,0.0,1.0,1.0
LINEAR57,100.0,70.37,85.19,3.38,88.33,81.67,0.99,0.01,1.0,0.98
LINEAR58,91.85,16.67,54.26,1.69,56.67,51.67,0.79,0.07,0.86,0.72
LINEAR59,100.0,11.11,55.56,2.64,58.33,53.33,0.84,0.02,0.87,0.82
LINEAR60,100.0,0.0,50.0,0.0,50.0,50.0,0.92,0.02,0.95,0.9
LINEAR61,100.0,3.33,51.67,0.0,51.67,51.67,0.96,0.0,0.97,0.95
LINEAR62,96.67,6.67,51.67,0.0,51.67,51.67,0.86,0.02,0.89,0.84
LINEAR63,77.78,41.85,59.81,1.0,61.67,58.33,0.77,0.03,0.81,0.75
LINEAR64,98.15,12.96,55.56,1.18,56.67,53.33,0.77,0.03,0.81,0.73
LINEAR65,92.96,20.37,56.67,0.0,56.67,56.67,0.78,0.01,0.8,0.76
LINEAR66,96.67,16.3,56.48,0.56,56.67,55.0,0.87,0.02,0.9,0.85
LINEAR67,88.15,36.3,62.22,4.25,66.67,58.33,0.72,0.01,0.73,0.71
LINEAR68,100.0,2.96,51.48,0.56,51.67,50.0,0.61,0.0,0.61,0.6
LINEAR69,100.0,0.0,50.0,0.0,50.0,50.0,0.62,0.0,0.63,0.62
LINEAR70,96.67,3.33,50.0,0.0,50.0,50.0,0.47,0.0,0.48,0.46
LINEAR71,66.67,28.15,47.41,0.88,48.33,46.67,0.5,0.01,0.51,0.48
LINEAR72,96.67,1.85,49.26,0.88,50.0,48.33,0.52,0.0,0.52,0.51
LINEAR73,90.0,20.0,55.0,0.0,55.0,55.0,0.51,0.01,0.53,0.5
LINEAR74,96.67,10.0,53.33,0.0,53.33,53.33,0.49,0.0,0.49,0.48
LINEAR75,96.67,8.52,52.59,0.88,53.33,51.67,0.53,0.0,0.54,0.53
LINEAR76,100.0,0.0,50.0,0.0,50.0,50.0,0.8,0.02,0.83,0.79
LINEAR77,100.0,0.0,50.0,0.0,50.0,50.0,0.67,0.01,0.69,0.66
LINEAR78,94.81,3.33,49.07,0.88,50.0,48.33,0.46,0.01,0.47,0.45
LINEAR79,86.3,13.33,49.81,0.56,50.0,48.33,0.5,0.0,0.5,0.49
LINEAR80,96.67,3.33,50.0,0.0,50.0,50.0,0.47,0.0,0.47,0.46
LINEAR81,80.37,16.3,48.33,0.0,48.33,48.33,0.48,0.0,0.48,0.48
LINEAR82,96.67,9.26,52.96,0.73,53.33,51.67,0.43,0.01,0.44,0.41
LINEAR83,94.81,6.67,50.74,0.88,51.67,50.0,0.46,0.01,0.47,0.45
LINEAR84,96.67,3.33,50.0,0.0,50.0,50.0,0.54,0.01,0.55,0.53
LINEAR85,75.93,41.11,58.52,1.55,60.0,56.67,0.61,0.01,0.62,0.6
LINEAR86,96.67,3.33,50.0,0.0,50.0,50.0,0.44,0.01,0.45,0.42
LINEAR87,90.0,17.04,53.52,1.76,55.0,51.67,0.55,0.01,0.55,0.54
LINEAR88,96.67,3.33,50.0,0.0,50.0,50.0,0.54,0.01,0.56,0.53
LINEAR89,96.67,11.85,54.26,0.88,55.0,53.33,0.48,0.0,0.48,0.47
LINEAR90,78.15,34.81,56.48,1.0,58.33,55.0,0.69,0.01,0.7,0.68
LINEAR91,96.67,7.41,52.04,0.73,53.33,51.67,0.56,0.0,0.57,0.56
LINEAR92,90.0,13.33,51.67,0.0,51.67,51.67,0.51,0.01,0.53,0.5
LINEAR93,96.67,4.81,50.74,0.88,51.67,50.0,0.55,0.0,0.56,0.54
LINEAR94,95.93,13.33,54.63,0.73,55.0,53.33,0.53,0.02,0.55,0.51
LINEAR95,96.67,7.41,52.04,0.73,53.33,51.67,0.64,0.01,0.66,0.63
LINEAR96,90.0,17.04,53.52,1.76,55.0,51.67,0.61,0.01,0.62,0.59
LINEAR97,96.67,6.67,51.67,0.0,51.67,51.67,0.59,0.0,0.59,0.58
LINEAR98,94.81,10.0,52.41,0.88,53.33,51.67,0.52,0.02,0.54,0.49
LINEAR99,97.04,15.19,56.11,0.83,56.67,55.0,0.69,0.01,0.7,0.67
LINEAR100,96.67,11.85,54.26,0.88,55.0,53.33,0.59,0.0,0.6,0.58
LINEAR101,96.67,6.67,51.67,0.0,51.67,51.67,0.52,0.0,0.53,0.52
LINEAR102,90.0,8.15,49.07,0.88,50.0,48.33,0.62,0.01,0.63,0.61
LINEAR103,96.67,3.7,50.19,0.56,51.67,50.0,0.55,0.01,0.56,0.54
LINEAR104,91.85,15.19,53.52,2.12,56.67,50.0,0.53,0.01,0.54,0.51
LINEAR105,96.67,12.22,54.44,2.64,56.67,51.67,0.75,0.01,0.76,0.74
LINEAR106,84.81,26.3,55.56,0.83,56.67,55.0,0.53,0.01,0.54,0.52
OLD1,0.0,0.0,56.67,0.0,56.67,56.67,0.47,0.0,0.47,0.47
OLD2,0.0,0.0,80.0,0.0,80.0,80.0,0.83,0.0,0.83,0.83
OLD3,0.0,0.0,50.0,0.0,50.0,50.0,0.41,0.0,0.41,0.41
OLD4,0.0,0.0,81.67,0.0,81.67,81.67,0.88,0.0,0.88,0.88
OLD5,0.0,0.0,76.67,0.0,76.67,76.67,0.83,0.0,0.83,0.83
OLD6,0.0,0.0,51.67,0.0,51.67,51.67,0.39,0.0,0.39,0.39
OLD7,0.0,0.0,93.33,0.0,93.33,93.33,0.97,0.0,0.97,0.97
OLD8,0.0,0.0,91.67,0.0,91.67,91.67,0.96,0.0,0.96,0.96
OLD9,0.0,0.0,76.67,0.0,76.67,76.67,0.81,0.0,0.81,0.81
OLD10,0.0,0.0,71.67,0.0,71.67,71.67,0.7,0.0,0.69,0.69
OLD11,0.0,0.0,55.0,0.0,55.0,55.0,0.34,0.0,0.34,0.34
OLD12,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD13,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD14,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD15,0.0,0.0,98.33,0.0,98.33,98.33,0.93,0.0,0.93,0.93
OLD16,0.0,0.0,100.0,0.0,100.0,100.0,0.8,0.0,0.8,0.8
OLD17,0.0,0.0,88.33,0.0,88.33,88.33,0.93,0.0,0.93,0.93
OLD18,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD19,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD20,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD21,0.0,0.0,100.0,0.0,100.0,100.0,0.93,0.0,0.93,0.93
OLD22,0.0,0.0,100.0,0.0,100.0,100.0,0.8,0.0,0.8,0.8
OLD23,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD24,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD25,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD26,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD27,0.0,0.0,100.0,0.0,100.0,100.0,0.93,0.0,0.93,0.93
OLD28,0.0,0.0,100.0,0.0,100.0,100.0,0.8,0.0,0.8,0.8
OLD29,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD30,0.0,0.0,95.0,0.0,95.0,95.0,0.98,0.0,0.98,0.98
OLD31,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD32,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD33,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD34,0.0,0.0,100.0,0.0,100.0,100.0,0.93,0.0,0.93,0.93
OLD35,0.0,0.0,100.0,0.0,100.0,100.0,0.8,0.0,0.8,0.8
OLD36,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD37,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD38,0.0,0.0,75.0,0.0,75.0,75.0,0.79,0.0,0.79,0.79
OLD39,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD40,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD41,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD42,0.0,0.0,100.0,0.0,100.0,100.0,0.93,0.0,0.93,0.93
OLD43,0.0,0.0,100.0,0.0,100.0,100.0,0.8,0.0,0.8,0.8
OLD44,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD45,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD46,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD47,0.0,0.0,85.0,0.0,85.0,85.0,0.94,0.0,0.94,0.94
OLD48,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD49,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD50,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD51,0.0,0.0,100.0,0.0,100.0,100.0,0.93,0.0,0.93,0.93
OLD52,0.0,0.0,100.0,0.0,100.0,100.0,0.8,0.0,0.8,0.8
OLD53,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD54,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD55,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD56,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD57,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD58,0.0,0.0,50.0,0.0,50.0,50.0,0.25,0.0,0.25,0.25
OLD59,0.0,0.0,50.0,0.0,50.0,50.0,0.29,0.0,0.29,0.29
OLD60,0.0,0.0,50.0,0.0,50.0,50.0,0.28,0.0,0.28,0.28
OLD61,0.0,0.0,50.0,0.0,50.0,50.0,0.28,0.0,0.28,0.28
OLD62,0.0,0.0,51.67,0.0,51.67,51.67,0.24,0.0,0.24,0.24
OLD63,0.0,0.0,50.0,0.0,50.0,50.0,0.35,0.0,0.35,0.35
OLD64,0.0,0.0,51.67,0.0,51.67,51.67,0.43,0.0,0.43,0.43
OLD65,0.0,0.0,60.0,0.0,60.0,60.0,0.59,0.0,0.59,0.59
OLD66,0.0,0.0,63.33,0.0,63.33,63.33,0.6,0.0,0.6,0.6
OLD67,0.0,0.0,65.0,0.0,65.0,65.0,0.63,0.0,0.63,0.63
OLD68,0.0,0.0,53.33,0.0,53.33,53.33,0.48,0.0,0.48,0.48
OLD69,0.0,0.0,53.33,0.0,53.33,53.33,0.41,0.0,0.41,0.41
OLD70,0.0,0.0,53.33,0.0,53.33,53.33,0.33,0.0,0.33,0.33
OLD71,0.0,0.0,60.0,0.0,60.0,60.0,0.55,0.0,0.55,0.55
OLD72,0.0,0.0,56.67,0.0,56.67,56.67,0.54,0.0,0.54,0.54
OLD73,0.0,0.0,53.33,0.0,53.33,53.33,0.51,0.0,0.51,0.51
OLD74,0.0,0.0,51.67,0.0,51.67,51.67,0.51,0.0,0.51,0.51
OLD75,0.0,0.0,53.33,0.0,53.33,53.33,0.45,0.0,0.45,0.45
OLD76,0.0,0.0,50.0,0.0,50.0,50.0,0.35,0.0,0.35,0.35
OLD77,0.0,0.0,55.0,0.0,55.0,55.0,0.42,0.0,0.41,0.41
OLD78,0.0,0.0,53.33,0.0,53.33,53.33,0.3,0.0,0.3,0.3
OLD79,0.0,0.0,53.33,0.0,53.33,53.33,0.52,0.0,0.52,0.52
OLD80,0.0,0.0,55.0,0.0,55.0,55.0,0.54,0.0,0.54,0.54
OLD81,0.0,0.0,55.0,0.0,55.0,55.0,0.51,0.0,0.51,0.51
OLD82,0.0,0.0,55.0,0.0,55.0,55.0,0.5,0.0,0.5,0.5
OLD83,0.0,0.0,53.33,0.0,53.33,53.33,0.51,0.0,0.51,0.51
OLD84,0.0,0.0,51.67,0.0,51.67,51.67,0.27,0.0,0.27,0.27
OLD85,0.0,0.0,63.33,0.0,63.33,63.33,0.59,0.0,0.59,0.59
OLD86,0.0,0.0,58.33,0.0,58.33,58.33,0.57,0.0,0.57,0.57
OLD87,0.0,0.0,53.33,0.0,53.33,53.33,0.54,0.0,0.54,0.54
OLD88,0.0,0.0,55.0,0.0,55.0,55.0,0.52,0.0,0.52,0.52
OLD89,0.0,0.0,55.0,0.0,55.0,55.0,0.52,0.0,0.52,0.52
OLD90,0.0,0.0,55.0,0.0,55.0,55.0,0.55,0.0,0.55,0.55
OLD91,0.0,0.0,56.67,0.0,56.67,56.67,0.57,0.0,0.57,0.57
OLD92,0.0,0.0,60.0,0.0,60.0,60.0,0.54,0.0,0.54,0.54
OLD93,0.0,0.0,55.0,0.0,55.0,55.0,0.52,0.0,0.52,0.52
OLD94,0.0,0.0,55.0,0.0,55.0,55.0,0.51,0.0,0.51,0.51
OLD95,0.0,0.0,60.0,0.0,60.0,60.0,0.54,0.0,0.54,0.54
OLD96,0.0,0.0,61.67,0.0,61.67,61.67,0.58,0.0,0.58,0.58
OLD97,0.0,0.0,58.33,0.0,58.33,58.33,0.58,0.0,0.58,0.58
OLD98,0.0,0.0,60.0,0.0,60.0,60.0,0.56,0.0,0.56,0.56
OLD99,0.0,0.0,63.33,0.0,63.33,63.33,0.63,0.0,0.63,0.63
OLD100,0.0,0.0,58.33,0.0,58.33,58.33,0.55,0.0,0.55,0.55
OLD101,0.0,0.0,56.67,0.0,56.67,56.67,0.52,0.0,0.52,0.52
OLD102,0.0,0.0,61.67,0.0,61.67,61.67,0.59,0.0,0.59,0.59
OLD103,0.0,0.0,61.67,0.0,61.67,61.67,0.58,0.0,0.58,0.58
OLD104,0.0,0.0,60.0,0.0,60.0,60.0,0.61,0.0,0.61,0.61
OLD105,0.0,0.0,65.0,0.0,65.0,65.0,0.64,0.0,0.64,0.64
OLD106,0.0,0.0,61.67,0.0,61.67,61.67,0.62,0.0,0.62,0.62
