Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF57,86.3,48.15,67.22,3.82,71.67,58.33
RBF58,91.11,26.3,58.7,3.31,63.33,55.0
RBF59,92.96,18.89,55.93,6.98,73.33,50.0
RBF60,94.81,10.74,52.78,7.17,71.67,48.33
RBF61,78.89,17.04,47.96,8.69,66.67,38.33
RBF62,88.89,24.07,56.48,4.29,66.67,53.33
RBF63,62.96,62.96,62.96,4.98,75.0,58.33
RBF64,77.04,41.48,59.26,1.69,63.33,58.33
RBF65,80.37,41.11,60.74,5.28,70.0,53.33
RBF66,87.78,41.85,64.81,3.17,70.0,58.33
RBF67,75.56,72.96,74.26,2.06,76.67,71.67
RBF68,94.81,11.48,53.15,4.29,58.33,46.67
RBF69,83.33,7.78,45.56,4.56,53.33,40.0
RBF70,90.37,8.15,49.26,0.88,50.0,48.33
RBF71,66.3,38.15,52.22,3.44,56.67,46.67
RBF72,75.93,22.59,49.26,4.09,55.0,41.67
RBF73,70.0,29.63,49.81,1.94,53.33,46.67
RBF74,89.26,12.96,51.11,2.36,53.33,46.67
RBF75,88.15,19.63,53.89,2.64,58.33,50.0
RBF76,94.81,7.41,51.11,4.25,61.67,46.67
RBF77,85.56,5.19,45.37,3.51,50.0,40.0
RBF78,90.74,15.19,52.96,4.98,58.33,45.0
RBF79,61.85,41.85,51.85,4.29,56.67,43.33
RBF80,72.96,17.78,45.37,3.89,50.0,38.33
RBF81,76.67,8.89,42.78,3.91,48.33,38.33
RBF82,97.04,3.7,50.37,2.32,53.33,48.33
RBF83,78.52,24.44,51.48,2.56,55.0,48.33
RBF84,86.3,17.78,52.04,2.74,56.67,48.33
RBF85,72.22,31.85,52.04,2.61,56.67,48.33
RBF86,68.89,21.11,45.0,2.36,48.33,41.67
RBF87,82.22,18.15,50.19,2.69,53.33,46.67
RBF88,89.26,8.15,48.7,1.82,51.67,46.67
RBF89,86.67,22.22,54.44,2.2,58.33,51.67
RBF90,60.37,48.89,54.63,2.74,60.0,51.67
RBF91,71.85,21.11,46.48,2.42,50.0,41.67
RBF92,87.41,7.78,47.59,3.64,51.67,41.67
RBF93,85.56,23.7,54.63,6.33,65.0,48.33
RBF94,83.33,15.93,49.63,2.61,55.0,46.67
RBF95,68.89,25.93,47.41,1.88,50.0,45.0
RBF96,89.26,15.19,52.22,1.18,53.33,50.0
RBF97,90.37,14.81,52.59,3.83,60.0,48.33
RBF98,81.85,21.85,51.85,2.56,55.0,48.33
RBF99,86.67,21.48,54.07,3.24,58.33,50.0
RBF100,90.37,17.78,54.07,3.34,60.0,50.0
RBF101,80.37,25.19,52.78,1.18,55.0,51.67
RBF102,62.59,41.48,52.04,2.61,56.67,48.33
RBF103,90.37,20.37,55.37,3.89,61.67,51.67
RBF104,75.56,34.81,55.19,3.77,60.0,50.0
RBF105,80.37,52.59,66.48,4.12,75.0,61.67
RBF106,68.89,47.41,58.15,4.29,65.0,50.0
LINEAR1,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR2,100.0,55.56,77.78,0.83,78.33,76.67
LINEAR3,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR4,96.67,83.33,90.0,0.0,90.0,90.0
LINEAR5,100.0,16.67,58.33,0.0,58.33,58.33
LINEAR6,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR7,100.0,77.04,88.52,0.56,90.0,88.33
LINEAR8,100.0,50.74,75.37,0.73,76.67,75.0
LINEAR9,100.0,26.67,63.33,0.0,63.33,63.33
LINEAR10,100.0,13.33,56.67,0.0,56.67,56.67
LINEAR11,96.67,6.67,51.67,0.0,51.67,51.67
LINEAR12,96.67,87.41,92.04,0.73,93.33,91.67
LINEAR13,100.0,75.19,87.59,0.88,88.33,86.67
LINEAR14,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR15,100.0,78.15,89.07,0.88,90.0,88.33
LINEAR16,100.0,72.22,86.11,0.83,86.67,85.0
LINEAR17,100.0,10.37,55.19,0.56,56.67,55.0
LINEAR18,100.0,72.59,86.3,1.82,88.33,83.33
LINEAR19,100.0,84.44,92.22,0.83,93.33,91.67
LINEAR20,100.0,86.67,93.33,0.0,93.33,93.33
LINEAR21,100.0,81.48,90.74,1.69,93.33,88.33
LINEAR22,100.0,76.3,88.15,0.56,88.33,86.67
LINEAR23,100.0,75.93,87.96,0.73,88.33,86.67
LINEAR24,96.67,89.26,92.96,1.62,95.0,91.67
LINEAR25,100.0,80.0,90.0,0.0,90.0,90.0
LINEAR26,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR27,100.0,80.0,90.0,0.83,91.67,88.33
LINEAR28,100.0,83.33,91.67,0.0,91.67,91.67
LINEAR29,100.0,83.33,91.67,0.0,91.67,91.67
LINEAR30,100.0,13.33,56.67,0.0,56.67,56.67
LINEAR31,100.0,73.33,86.67,2.04,90.0,85.0
LINEAR32,100.0,53.7,76.85,2.42,80.0,75.0
LINEAR33,100.0,92.22,96.11,0.83,96.67,95.0
LINEAR34,100.0,89.26,94.63,1.11,95.0,91.67
LINEAR35,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR36,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR37,100.0,82.96,91.48,0.56,91.67,90.0
LINEAR38,100.0,12.96,56.48,0.56,56.67,55.0
LINEAR39,99.26,85.93,92.59,0.88,93.33,91.67
LINEAR40,100.0,85.19,92.59,1.21,93.33,90.0
LINEAR41,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR42,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR43,100.0,92.22,96.11,0.83,96.67,95.0
LINEAR44,100.0,98.52,99.26,0.88,100.0,98.33
LINEAR45,100.0,90.37,95.19,0.56,96.67,95.0
LINEAR46,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR47,100.0,13.33,56.67,0.0,56.67,56.67
LINEAR48,96.67,93.33,95.0,0.0,95.0,95.0
LINEAR49,100.0,86.67,93.33,0.0,93.33,93.33
LINEAR50,100.0,76.67,88.33,0.0,88.33,88.33
LINEAR51,100.0,84.81,92.41,0.88,93.33,91.67
LINEAR52,100.0,82.96,91.48,0.56,91.67,90.0
LINEAR53,100.0,86.67,93.33,0.0,93.33,93.33
LINEAR54,100.0,80.0,90.0,0.0,90.0,90.0
LINEAR55,100.0,89.63,94.81,0.56,95.0,93.33
LINEAR56,100.0,81.48,90.74,0.88,91.67,90.0
LINEAR57,100.0,41.11,70.56,1.86,73.33,68.33
LINEAR58,100.0,10.0,55.0,0.0,55.0,55.0
LINEAR59,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR60,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR61,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR62,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR63,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR64,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR65,100.0,10.0,55.0,0.0,55.0,55.0
LINEAR66,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR67,96.67,10.0,53.33,0.0,53.33,53.33
LINEAR68,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR69,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR70,96.67,2.59,49.63,0.73,50.0,48.33
LINEAR71,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR72,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR73,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR74,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR75,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR76,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR77,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR78,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR79,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR80,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR81,98.89,0.0,49.44,0.83,50.0,48.33
LINEAR82,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR83,100.0,0.74,50.37,0.73,51.67,50.0
LINEAR84,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR85,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR86,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR87,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR88,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR89,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR90,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR91,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR92,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR93,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR94,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR95,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR96,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR97,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR98,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR99,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR100,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR101,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR102,100.0,10.0,55.0,0.0,55.0,55.0
LINEAR103,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR104,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR105,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR106,96.67,9.63,53.15,0.56,53.33,51.67
OLD1,43.33,73.33,58.33,0.0,58.33,58.33
OLD2,76.67,96.67,86.67,0.0,86.67,86.67
OLD3,3.33,100.0,51.67,0.0,51.67,51.67
OLD4,93.33,86.67,90.0,0.0,90.0,90.0
OLD5,80.0,90.0,85.0,0.0,85.0,85.0
OLD6,86.67,20.0,53.33,0.0,53.33,53.33
OLD7,93.33,96.67,95.0,0.0,95.0,95.0
OLD8,93.33,93.33,93.33,0.0,93.33,93.33
OLD9,86.67,83.33,85.0,0.0,85.0,85.0
OLD10,56.67,90.0,73.33,0.0,73.33,73.33
OLD11,76.67,53.33,65.0,0.0,65.0,65.0
OLD12,100.0,100.0,100.0,0.0,100.0,100.0
OLD13,100.0,100.0,100.0,0.0,100.0,100.0
OLD14,96.67,100.0,98.33,0.0,98.33,98.33
OLD15,96.67,100.0,98.33,0.0,98.33,98.33
OLD16,96.67,100.0,98.33,0.0,98.33,98.33
OLD17,90.0,86.67,88.33,0.0,88.33,88.33
OLD18,100.0,100.0,100.0,0.0,100.0,100.0
OLD19,100.0,100.0,100.0,0.0,100.0,100.0
OLD20,96.67,100.0,98.33,0.0,98.33,98.33
OLD21,96.67,100.0,98.33,0.0,98.33,98.33
OLD22,96.67,100.0,98.33,0.0,98.33,98.33
OLD23,93.33,100.0,96.67,0.0,96.67,96.67
OLD24,100.0,100.0,100.0,0.0,100.0,100.0
OLD25,100.0,100.0,100.0,0.0,100.0,100.0
OLD26,100.0,100.0,100.0,0.0,100.0,100.0
OLD27,100.0,100.0,100.0,0.0,100.0,100.0
OLD28,100.0,100.0,100.0,0.0,100.0,100.0
OLD29,96.67,100.0,98.33,0.0,98.33,98.33
OLD30,83.33,93.33,88.33,0.0,88.33,88.33
OLD31,100.0,100.0,100.0,0.0,100.0,100.0
OLD32,100.0,100.0,100.0,0.0,100.0,100.0
OLD33,100.0,100.0,100.0,0.0,100.0,100.0
OLD34,100.0,100.0,100.0,0.0,100.0,100.0
OLD35,100.0,100.0,100.0,0.0,100.0,100.0
OLD36,100.0,100.0,100.0,0.0,100.0,100.0
OLD37,100.0,100.0,100.0,0.0,100.0,100.0
OLD38,63.33,96.67,80.0,0.0,80.0,80.0
OLD39,100.0,100.0,100.0,0.0,100.0,100.0
OLD40,100.0,100.0,100.0,0.0,100.0,100.0
OLD41,100.0,100.0,100.0,0.0,100.0,100.0
OLD42,100.0,100.0,100.0,0.0,100.0,100.0
OLD43,100.0,100.0,100.0,0.0,100.0,100.0
OLD44,100.0,100.0,100.0,0.0,100.0,100.0
OLD45,100.0,100.0,100.0,0.0,100.0,100.0
OLD46,100.0,100.0,100.0,0.0,100.0,100.0
OLD47,73.33,90.0,81.67,0.0,81.67,81.67
OLD48,100.0,100.0,100.0,0.0,100.0,100.0
OLD49,100.0,100.0,100.0,0.0,100.0,100.0
OLD50,100.0,100.0,100.0,0.0,100.0,100.0
OLD51,100.0,100.0,100.0,0.0,100.0,100.0
OLD52,100.0,100.0,100.0,0.0,100.0,100.0
OLD53,100.0,100.0,100.0,0.0,100.0,100.0
OLD54,100.0,100.0,100.0,0.0,100.0,100.0
OLD55,100.0,100.0,100.0,0.0,100.0,100.0
OLD56,100.0,100.0,100.0,0.0,100.0,100.0
OLD57,93.33,96.67,95.0,0.0,95.0,95.0
OLD58,0.0,100.0,50.0,0.0,50.0,50.0
OLD59,0.0,100.0,50.0,0.0,50.0,50.0
OLD60,90.0,10.0,50.0,0.0,50.0,50.0
OLD61,90.0,13.33,51.67,0.0,51.67,51.67
OLD62,60.0,46.67,53.33,0.0,53.33,53.33
OLD63,0.0,100.0,50.0,0.0,50.0,50.0
OLD64,0.0,100.0,50.0,0.0,50.0,50.0
OLD65,40.0,90.0,65.0,0.0,65.0,65.0
OLD66,33.33,93.33,63.33,0.0,63.33,63.33
OLD67,53.33,83.33,68.33,0.0,68.33,68.33
OLD68,86.67,23.33,55.0,0.0,55.0,55.0
OLD69,56.67,46.67,51.67,0.0,51.67,51.67
OLD70,60.0,50.0,55.0,0.0,55.0,55.0
OLD71,60.0,46.67,53.33,0.0,53.33,53.33
OLD72,13.33,93.33,53.33,0.0,53.33,53.33
OLD73,23.33,86.67,55.0,0.0,55.0,55.0
OLD74,40.0,70.0,55.0,0.0,55.0,55.0
OLD75,20.0,90.0,55.0,0.0,55.0,55.0
OLD76,90.0,13.33,51.67,0.0,51.67,51.67
OLD77,56.67,46.67,51.67,0.0,51.67,51.67
OLD78,76.67,30.0,53.33,0.0,53.33,53.33
OLD79,53.33,53.33,53.33,0.0,53.33,53.33
OLD80,16.67,93.33,55.0,0.0,55.0,55.0
OLD81,40.0,73.33,56.67,0.0,56.67,56.67
OLD82,90.0,13.33,51.67,0.0,51.67,51.67
OLD83,53.33,56.67,55.0,0.0,55.0,55.0
OLD84,50.0,53.33,51.67,0.0,51.67,51.67
OLD85,70.0,43.33,56.67,0.0,56.67,56.67
OLD86,50.0,60.0,55.0,0.0,55.0,55.0
OLD87,23.33,93.33,58.33,0.0,58.33,58.33
OLD88,86.67,33.33,60.0,0.0,60.0,60.0
OLD89,20.0,90.0,55.0,0.0,55.0,55.0
OLD90,3.33,100.0,51.67,0.0,51.67,51.67
OLD91,33.33,83.33,58.33,0.0,58.33,58.33
OLD92,40.0,80.0,60.0,0.0,60.0,60.0
OLD93,33.33,76.67,55.0,0.0,55.0,55.0
OLD94,93.33,20.0,56.67,0.0,56.67,56.67
OLD95,16.67,100.0,58.33,0.0,58.33,58.33
OLD96,40.0,83.33,61.67,0.0,61.67,61.67
OLD97,86.67,30.0,58.33,0.0,58.33,58.33
OLD98,53.33,63.33,58.33,0.0,58.33,58.33
OLD99,40.0,93.33,66.67,0.0,66.67,66.67
OLD100,33.33,86.67,60.0,0.0,60.0,60.0
OLD101,26.67,90.0,58.33,0.0,58.33,58.33
OLD102,40.0,83.33,61.67,0.0,61.67,61.67
OLD103,33.33,80.0,56.67,0.0,56.67,56.67
OLD104,53.33,73.33,63.33,0.0,63.33,63.33
OLD105,33.33,100.0,66.67,0.0,66.67,66.67
OLD106,53.33,80.0,66.67,0.0,66.67,66.67
