Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
OLD75,33.33,73.33,53.33,0.0,53.33,53.33
OLD76,0.0,100.0,50.0,0.0,50.0,50.0
OLD77,90.0,16.67,53.33,0.0,53.33,53.33
OLD78,66.67,40.0,53.33,0.0,53.33,53.33
OLD79,63.33,46.67,55.0,0.0,55.0,55.0
OLD80,16.67,93.33,55.0,0.0,55.0,55.0
OLD81,20.0,86.67,53.33,0.0,53.33,53.33
OLD82,13.33,90.0,51.67,0.0,51.67,51.67
OLD83,20.0,86.67,53.33,0.0,53.33,53.33
OLD84,26.67,73.33,50.0,0.0,50.0,50.0
OLD85,46.67,70.0,58.33,0.0,58.33,58.33
OLD86,23.33,90.0,56.67,0.0,56.67,56.67
OLD87,20.0,90.0,55.0,0.0,55.0,55.0
OLD88,6.67,100.0,53.33,0.0,53.33,53.33
OLD89,10.0,96.67,53.33,0.0,53.33,53.33
OLD90,26.67,90.0,58.33,0.0,58.33,58.33
OLD91,16.67,96.67,56.67,0.0,56.67,56.67
OLD92,20.0,90.0,55.0,0.0,55.0,55.0
OLD93,6.67,100.0,53.33,0.0,53.33,53.33
OLD94,10.0,96.67,53.33,0.0,53.33,53.33
OLD95,23.33,93.33,58.33,0.0,58.33,58.33
OLD96,20.0,90.0,55.0,0.0,55.0,55.0
OLD97,33.33,76.67,55.0,0.0,55.0,55.0
OLD98,20.0,90.0,55.0,0.0,55.0,55.0
OLD99,20.0,100.0,60.0,0.0,60.0,60.0
OLD100,46.67,73.33,60.0,0.0,60.0,60.0
OLD101,20.0,93.33,56.67,0.0,56.67,56.67
OLD102,20.0,96.67,58.33,0.0,58.33,58.33
OLD103,76.67,40.0,58.33,0.0,58.33,58.33
OLD104,33.33,80.0,56.67,0.0,56.67,56.67
OLD105,33.33,100.0,66.67,0.0,66.67,66.67
OLD106,33.33,83.33,58.33,0.0,58.33,58.33
