Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
LINEAR2,100.0,58.52,79.26,1.69,81.67,76.67,0.98,0.0,0.99,0.98
LINEAR3,96.67,3.33,50.0,0.0,50.0,50.0,0.75,0.03,0.81,0.72
LINEAR4,100.0,63.7,81.85,1.94,83.33,78.33,0.98,0.0,0.98,0.97
LINEAR5,100.0,18.89,59.44,0.83,60.0,58.33,0.84,0.03,0.87,0.8
LINEAR6,97.41,10.0,53.7,0.73,55.0,53.33,0.83,0.02,0.86,0.8
LINEAR7,100.0,88.15,94.07,1.47,95.0,91.67,0.99,0.0,0.99,0.99
LINEAR8,100.0,32.22,66.11,0.83,66.67,65.0,0.95,0.03,0.97,0.91
LINEAR9,99.63,21.11,60.37,2.0,65.0,58.33,0.94,0.0,0.95,0.93
LINEAR10,100.0,14.81,57.41,0.88,58.33,56.67,0.91,0.0,0.92,0.9
LINEAR11,96.67,10.37,53.52,0.56,55.0,53.33,0.87,0.01,0.88,0.86
LINEAR12,94.07,93.33,93.7,0.73,95.0,93.33,0.99,0.0,0.99,0.98
LINEAR13,100.0,93.33,96.67,0.0,96.67,96.67,0.97,0.0,0.98,0.97
LINEAR14,100.0,97.41,98.7,1.62,100.0,96.67,1.0,0.0,1.0,1.0
LINEAR15,100.0,91.11,95.56,0.83,96.67,95.0,1.0,0.0,1.0,1.0
LINEAR16,100.0,88.15,94.07,1.47,96.67,91.67,1.0,0.0,1.0,1.0
LINEAR17,96.3,59.26,77.78,6.61,91.67,71.67,0.95,0.0,0.95,0.95
LINEAR18,100.0,85.56,92.78,1.86,95.0,90.0,0.99,0.0,1.0,0.99
LINEAR19,100.0,75.93,87.96,1.82,91.67,86.67,0.93,0.02,0.95,0.9
LINEAR20,100.0,98.15,99.07,1.47,100.0,96.67,1.0,0.0,1.0,1.0
LINEAR21,100.0,92.59,96.3,0.73,96.67,95.0,1.0,0.0,1.0,1.0
LINEAR22,100.0,95.19,97.59,0.88,98.33,96.67,1.0,0.0,1.0,1.0
LINEAR23,100.0,89.26,94.63,1.82,98.33,93.33,1.0,0.0,1.0,1.0
LINEAR24,100.0,90.37,95.19,1.3,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR25,99.63,91.85,95.74,1.21,96.67,93.33,0.98,0.01,1.0,0.97
LINEAR26,100.0,99.63,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
LINEAR27,100.0,96.67,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
LINEAR28,100.0,96.67,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
LINEAR29,100.0,99.63,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
LINEAR30,100.0,22.59,61.3,2.98,66.67,58.33,0.92,0.02,0.94,0.9
LINEAR31,100.0,84.07,92.04,1.62,93.33,90.0,0.98,0.01,0.98,0.96
LINEAR32,100.0,87.78,93.89,0.83,95.0,93.33,0.96,0.01,0.97,0.95
LINEAR33,100.0,93.33,96.67,0.0,96.67,96.67,0.99,0.0,1.0,0.99
LINEAR34,97.41,96.67,97.04,0.73,98.33,96.67,1.0,0.0,1.0,1.0
LINEAR35,100.0,96.67,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
LINEAR36,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
LINEAR37,100.0,91.11,95.56,1.86,96.67,91.67,0.98,0.01,0.99,0.97
LINEAR38,99.26,47.04,73.15,2.94,80.0,70.0,0.96,0.01,0.96,0.95
LINEAR39,100.0,90.0,95.0,0.0,95.0,95.0,0.98,0.01,0.99,0.96
LINEAR40,100.0,78.89,89.44,3.54,93.33,85.0,0.97,0.0,0.97,0.96
LINEAR41,100.0,92.96,96.48,0.56,96.67,95.0,0.99,0.01,1.0,0.98
LINEAR42,100.0,91.48,95.74,1.88,96.67,91.67,1.0,0.0,1.0,1.0
LINEAR43,100.0,94.81,97.41,1.69,98.33,93.33,1.0,0.0,1.0,1.0
LINEAR44,100.0,96.67,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
LINEAR45,100.0,92.59,96.3,0.73,96.67,95.0,0.99,0.01,1.0,0.97
LINEAR46,100.0,71.48,85.74,2.22,90.0,81.67,1.0,0.0,1.0,1.0
LINEAR47,96.3,25.19,60.74,6.67,76.67,56.67,0.9,0.02,0.91,0.87
LINEAR48,95.56,95.56,95.56,0.83,96.67,95.0,0.99,0.0,0.99,0.98
LINEAR49,100.0,90.0,95.0,0.0,95.0,95.0,0.97,0.0,0.97,0.96
LINEAR50,100.0,91.85,95.93,1.21,96.67,93.33,1.0,0.0,1.0,0.99
LINEAR51,100.0,99.63,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
LINEAR52,100.0,90.0,95.0,2.89,96.67,88.33,1.0,0.0,1.0,1.0
LINEAR53,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
LINEAR54,100.0,95.56,97.78,0.83,98.33,96.67,1.0,0.0,1.0,1.0
LINEAR55,100.0,80.37,90.19,2.56,91.67,85.0,0.99,0.01,1.0,0.99
LINEAR56,100.0,88.52,94.26,1.21,95.0,91.67,1.0,0.0,1.0,0.99
LINEAR57,100.0,57.04,78.52,2.56,83.33,75.0,0.99,0.01,1.0,0.98
LINEAR58,100.0,16.67,58.33,0.0,58.33,58.33,0.88,0.05,0.95,0.83
LINEAR59,100.0,3.33,51.67,0.0,51.67,51.67,0.96,0.02,0.98,0.94
LINEAR60,97.41,3.33,50.37,0.73,51.67,50.0,0.85,0.02,0.88,0.83
LINEAR61,100.0,3.33,51.67,0.0,51.67,51.67,0.9,0.01,0.91,0.89
LINEAR62,96.67,5.19,50.93,1.21,53.33,50.0,0.92,0.01,0.93,0.91
LINEAR63,94.44,15.56,55.0,3.23,63.33,53.33,0.74,0.02,0.78,0.72
LINEAR64,93.33,13.33,53.33,3.0,58.33,50.0,0.72,0.03,0.76,0.7
LINEAR65,94.44,35.93,65.19,4.52,75.0,61.67,0.84,0.02,0.87,0.82
LINEAR66,96.3,5.19,50.74,0.88,51.67,50.0,0.83,0.01,0.84,0.8
LINEAR67,95.56,37.04,66.3,2.0,70.0,63.33,0.79,0.02,0.82,0.75
LINEAR68,97.04,0.0,48.52,0.56,50.0,48.33,0.56,0.01,0.57,0.54
LINEAR69,96.67,3.33,50.0,0.0,50.0,50.0,0.5,0.01,0.52,0.47
LINEAR70,96.3,4.81,50.56,0.83,51.67,50.0,0.56,0.01,0.57,0.55
LINEAR71,94.07,2.59,48.33,0.0,48.33,48.33,0.54,0.01,0.55,0.53
LINEAR72,92.96,4.07,48.52,1.0,50.0,46.67,0.5,0.01,0.51,0.49
LINEAR73,90.37,8.15,49.26,0.88,50.0,48.33,0.45,0.01,0.46,0.44
LINEAR74,95.56,0.0,47.78,1.67,48.33,43.33,0.51,0.02,0.53,0.48
LINEAR75,95.56,6.67,51.11,2.36,56.67,50.0,0.53,0.01,0.54,0.52
LINEAR76,97.41,3.33,50.37,0.73,51.67,50.0,0.79,0.02,0.83,0.77
LINEAR77,96.67,3.33,50.0,0.0,50.0,50.0,0.52,0.01,0.55,0.5
LINEAR78,96.3,2.59,49.44,0.83,50.0,48.33,0.44,0.01,0.46,0.43
LINEAR79,94.07,3.33,48.7,0.73,50.0,48.33,0.47,0.0,0.48,0.47
LINEAR80,92.59,9.63,51.11,1.18,53.33,50.0,0.46,0.0,0.46,0.45
LINEAR81,86.67,8.15,47.41,1.88,50.0,45.0,0.49,0.01,0.51,0.48
LINEAR82,99.63,0.0,49.81,0.56,50.0,48.33,0.47,0.01,0.48,0.47
LINEAR83,95.56,10.74,53.15,0.56,53.33,51.67,0.45,0.0,0.46,0.45
LINEAR84,96.3,3.33,49.81,0.56,50.0,48.33,0.62,0.01,0.64,0.61
LINEAR85,94.07,7.41,50.74,0.88,51.67,50.0,0.56,0.0,0.57,0.56
LINEAR86,97.78,0.37,49.07,0.88,50.0,48.33,0.46,0.0,0.47,0.46
LINEAR87,90.74,13.7,52.22,2.36,58.33,50.0,0.55,0.01,0.57,0.54
LINEAR88,97.41,3.33,50.37,1.11,51.67,48.33,0.48,0.01,0.49,0.47
LINEAR89,96.3,5.93,51.11,1.44,53.33,50.0,0.56,0.01,0.58,0.56
LINEAR90,94.44,8.52,51.48,1.0,53.33,50.0,0.62,0.01,0.63,0.61
LINEAR91,92.96,7.78,50.37,0.73,51.67,50.0,0.53,0.01,0.54,0.51
LINEAR92,100.0,0.74,50.37,1.11,53.33,50.0,0.58,0.01,0.6,0.57
LINEAR93,95.56,0.37,47.96,1.11,48.33,45.0,0.5,0.01,0.52,0.49
LINEAR94,95.19,9.63,52.41,1.69,53.33,48.33,0.54,0.02,0.55,0.5
LINEAR95,94.44,5.19,49.81,1.0,51.67,48.33,0.54,0.02,0.57,0.53
LINEAR96,91.85,4.07,47.96,0.73,48.33,46.67,0.52,0.01,0.53,0.5
LINEAR97,95.56,0.37,47.96,1.11,48.33,45.0,0.5,0.02,0.53,0.48
LINEAR98,100.0,0.0,50.0,0.0,50.0,50.0,0.58,0.0,0.58,0.58
LINEAR99,100.0,3.33,51.67,0.83,53.33,50.0,0.57,0.01,0.59,0.56
LINEAR100,95.56,1.11,48.33,0.0,48.33,48.33,0.51,0.02,0.53,0.49
LINEAR101,100.0,0.37,50.19,0.56,51.67,50.0,0.59,0.01,0.6,0.56
LINEAR102,100.0,4.07,52.04,1.11,55.0,51.67,0.57,0.01,0.57,0.56
LINEAR103,100.0,0.0,50.0,0.0,50.0,50.0,0.57,0.01,0.58,0.55
LINEAR104,100.0,3.33,51.67,0.0,51.67,51.67,0.56,0.01,0.57,0.56
LINEAR105,95.93,4.07,50.0,0.83,51.67,48.33,0.69,0.02,0.7,0.65
LINEAR106,91.48,17.78,54.63,3.2,58.33,46.67,0.5,0.01,0.52,0.47
OLD1,0.0,0.0,63.33,0.0,63.33,63.33,0.55,0.0,0.55,0.55
OLD2,0.0,0.0,86.67,0.0,86.67,86.67,0.84,0.0,0.84,0.84
OLD3,0.0,0.0,53.33,0.0,53.33,53.33,0.47,0.0,0.47,0.47
OLD4,0.0,0.0,86.67,0.0,86.67,86.67,0.9,0.0,0.9,0.9
OLD5,0.0,0.0,80.0,0.0,80.0,80.0,0.85,0.0,0.85,0.85
OLD6,0.0,0.0,55.0,0.0,55.0,55.0,0.44,0.0,0.44,0.44
OLD7,0.0,0.0,91.67,0.0,91.67,91.67,0.96,0.0,0.96,0.96
OLD8,0.0,0.0,93.33,0.0,93.33,93.33,0.97,0.0,0.97,0.97
OLD9,0.0,0.0,78.33,0.0,78.33,78.33,0.81,0.0,0.81,0.81
OLD10,0.0,0.0,76.67,0.0,76.67,76.67,0.72,0.0,0.72,0.72
OLD11,0.0,0.0,61.67,0.0,61.67,61.67,0.57,0.0,0.57,0.57
OLD12,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD13,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD14,0.0,0.0,98.33,0.0,98.33,98.33,0.99,0.0,0.99,0.99
OLD15,0.0,0.0,96.67,0.0,96.67,96.67,0.98,0.0,0.98,0.98
OLD16,0.0,0.0,98.33,0.0,98.33,98.33,0.99,0.0,0.99,0.99
OLD17,0.0,0.0,85.0,0.0,85.0,85.0,0.9,0.0,0.9,0.9
OLD18,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD19,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD20,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD21,0.0,0.0,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
OLD22,0.0,0.0,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
OLD23,0.0,0.0,98.33,0.0,98.33,98.33,0.98,0.0,0.98,0.98
OLD24,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD25,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD26,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD27,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD28,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD29,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD30,0.0,0.0,91.67,0.0,91.67,91.67,0.93,0.0,0.93,0.93
OLD31,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD32,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD33,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD34,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD35,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD36,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD37,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD38,0.0,0.0,81.67,0.0,81.67,81.67,0.86,0.0,0.86,0.86
OLD39,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD40,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD41,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD42,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD43,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD44,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD45,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD46,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD47,0.0,0.0,90.0,0.0,90.0,90.0,0.93,0.0,0.93,0.93
OLD48,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD49,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD50,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD51,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD52,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD53,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD54,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD55,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD56,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD57,0.0,0.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
OLD58,0.0,0.0,50.0,0.0,50.0,50.0,0.2,0.0,0.2,0.2
OLD59,0.0,0.0,50.0,0.0,50.0,50.0,0.34,0.0,0.34,0.34
OLD60,0.0,0.0,50.0,0.0,50.0,50.0,0.35,0.0,0.35,0.35
OLD61,0.0,0.0,51.67,0.0,51.67,51.67,0.37,0.0,0.37,0.37
OLD62,0.0,0.0,51.67,0.0,51.67,51.67,0.45,0.0,0.45,0.45
OLD63,0.0,0.0,51.67,0.0,51.67,51.67,0.33,0.0,0.33,0.33
OLD64,0.0,0.0,50.0,0.0,50.0,50.0,0.42,0.0,0.42,0.42
OLD65,0.0,0.0,56.67,0.0,56.67,56.67,0.54,0.0,0.54,0.54
OLD66,0.0,0.0,60.0,0.0,60.0,60.0,0.64,0.0,0.64,0.64
OLD67,0.0,0.0,66.67,0.0,66.67,66.67,0.64,0.0,0.64,0.64
OLD68,0.0,0.0,53.33,0.0,53.33,53.33,0.49,0.0,0.49,0.49
OLD69,0.0,0.0,51.67,0.0,51.67,51.67,0.48,0.0,0.48,0.48
OLD70,0.0,0.0,55.0,0.0,55.0,55.0,0.5,0.0,0.5,0.5
OLD71,0.0,0.0,53.33,0.0,53.33,53.33,0.48,0.0,0.48,0.48
OLD72,0.0,0.0,53.33,0.0,53.33,53.33,0.48,0.0,0.48,0.48
OLD73,0.0,0.0,53.33,0.0,53.33,53.33,0.5,0.0,0.5,0.5
OLD74,0.0,0.0,55.0,0.0,55.0,55.0,0.53,0.0,0.53,0.53
OLD75,0.0,0.0,55.0,0.0,55.0,55.0,0.52,0.0,0.52,0.52
OLD76,0.0,0.0,50.0,0.0,50.0,50.0,0.4,0.0,0.4,0.4
OLD77,0.0,0.0,51.67,0.0,51.67,51.67,0.46,0.0,0.46,0.46
OLD78,0.0,0.0,51.67,0.0,51.67,51.67,0.48,0.0,0.48,0.48
OLD79,0.0,0.0,53.33,0.0,53.33,53.33,0.48,0.0,0.48,0.48
OLD80,0.0,0.0,55.0,0.0,55.0,55.0,0.5,0.0,0.5,0.5
OLD81,0.0,0.0,51.67,0.0,51.67,51.67,0.47,0.0,0.47,0.47
OLD82,0.0,0.0,55.0,0.0,55.0,55.0,0.53,0.0,0.53,0.53
OLD83,0.0,0.0,56.67,0.0,56.67,56.67,0.52,0.0,0.52,0.52
OLD84,0.0,0.0,51.67,0.0,51.67,51.67,0.49,0.0,0.49,0.49
OLD85,0.0,0.0,55.0,0.0,55.0,55.0,0.52,0.0,0.52,0.52
OLD86,0.0,0.0,53.33,0.0,53.33,53.33,0.5,0.0,0.5,0.5
OLD87,0.0,0.0,53.33,0.0,53.33,53.33,0.5,0.0,0.5,0.5
OLD88,0.0,0.0,53.33,0.0,53.33,53.33,0.51,0.0,0.51,0.51
OLD89,0.0,0.0,58.33,0.0,58.33,58.33,0.56,0.0,0.56,0.56
OLD90,0.0,0.0,55.0,0.0,55.0,55.0,0.51,0.0,0.51,0.51
OLD91,0.0,0.0,53.33,0.0,53.33,53.33,0.53,0.0,0.53,0.53
OLD92,0.0,0.0,58.33,0.0,58.33,58.33,0.55,0.0,0.55,0.55
OLD93,0.0,0.0,55.0,0.0,55.0,55.0,0.55,0.0,0.55,0.55
OLD94,0.0,0.0,60.0,0.0,60.0,60.0,0.56,0.0,0.56,0.56
OLD95,0.0,0.0,58.33,0.0,58.33,58.33,0.54,0.0,0.54,0.54
OLD96,0.0,0.0,60.0,0.0,60.0,60.0,0.62,0.0,0.62,0.62
OLD97,0.0,0.0,56.67,0.0,56.67,56.67,0.58,0.0,0.58,0.58
OLD98,0.0,0.0,58.33,0.0,58.33,58.33,0.55,0.0,0.55,0.55
OLD99,0.0,0.0,58.33,0.0,58.33,58.33,0.6,0.0,0.6,0.6
OLD100,0.0,0.0,60.0,0.0,60.0,60.0,0.6,0.0,0.6,0.6
OLD101,0.0,0.0,58.33,0.0,58.33,58.33,0.56,0.0,0.56,0.56
OLD102,0.0,0.0,56.67,0.0,56.67,56.67,0.56,0.0,0.56,0.56
OLD103,0.0,0.0,60.0,0.0,60.0,60.0,0.59,0.0,0.59,0.59
OLD104,0.0,0.0,61.67,0.0,61.67,61.67,0.6,0.0,0.6,0.6
OLD105,0.0,0.0,70.0,0.0,70.0,70.0,0.73,0.0,0.73,0.73
OLD106,0.0,0.0,65.0,0.0,65.0,65.0,0.66,0.0,0.66,0.66
