Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF91,56.3,35.19,45.74,3.64,53.33,41.67
RBF92,85.19,21.85,53.52,3.17,58.33,48.33
RBF93,75.19,19.63,47.41,5.21,53.33,41.67
RBF94,69.26,23.33,46.3,3.98,53.33,41.67
RBF95,54.81,30.37,42.59,4.8,46.67,33.33
RBF96,84.44,16.67,50.56,2.04,53.33,46.67
RBF97,70.37,24.81,47.59,4.5,53.33,40.0
RBF98,89.26,15.93,52.59,2.9,56.67,48.33
RBF99,78.52,21.85,50.19,4.52,55.0,41.67
RBF100,70.74,32.96,51.85,3.67,56.67,45.0
RBF101,45.93,50.0,47.96,4.06,55.0,41.67
RBF102,83.33,28.89,56.11,2.89,60.0,50.0
RBF103,82.22,30.37,56.3,3.98,61.67,51.67
RBF104,74.81,22.22,48.52,3.48,55.0,43.33
RBF105,68.89,30.0,49.44,2.89,51.67,43.33
RBF106,63.33,31.11,47.22,2.36,51.67,43.33
LINEAR1,83.33,10.0,46.67,0.0,46.67,46.67
LINEAR2,83.33,86.67,85.0,0.0,85.0,85.0
LINEAR3,97.41,0.0,48.7,0.73,50.0,48.33
LINEAR4,86.3,82.96,84.63,1.39,86.67,83.33
LINEAR5,97.41,6.67,52.04,0.73,53.33,51.67
LINEAR6,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR7,89.26,96.67,92.96,1.11,93.33,90.0
LINEAR8,100.0,43.7,71.85,0.56,73.33,71.67
LINEAR9,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR10,100.0,13.33,56.67,0.0,56.67,56.67
LINEAR11,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR12,89.26,100.0,94.63,1.11,95.0,91.67
LINEAR13,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR14,100.0,100.0,100.0,0.0,100.0,100.0
LINEAR15,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR16,100.0,90.0,95.0,0.0,95.0,95.0
LINEAR17,100.0,13.33,56.67,0.0,56.67,56.67
LINEAR18,89.63,96.67,93.15,0.56,93.33,91.67
LINEAR19,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR20,100.0,94.81,97.41,0.88,98.33,96.67
LINEAR21,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR22,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR23,100.0,65.56,82.78,0.83,83.33,81.67
LINEAR24,89.26,100.0,94.63,1.11,95.0,91.67
LINEAR25,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR26,100.0,95.93,97.96,0.73,98.33,96.67
LINEAR27,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR28,100.0,100.0,100.0,0.0,100.0,100.0
LINEAR29,100.0,90.37,95.19,0.56,96.67,95.0
LINEAR30,100.0,20.0,60.0,0.0,60.0,60.0
LINEAR31,89.63,100.0,94.81,0.56,95.0,93.33
LINEAR32,100.0,90.37,95.19,0.56,96.67,95.0
LINEAR33,100.0,90.37,95.19,0.56,96.67,95.0
LINEAR34,100.0,88.52,94.26,1.47,95.0,91.67
LINEAR35,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR36,100.0,92.59,96.3,0.73,96.67,95.0
LINEAR37,100.0,94.07,97.04,0.73,98.33,96.67
LINEAR38,100.0,10.37,55.19,0.56,56.67,55.0
LINEAR39,89.26,96.67,92.96,1.11,93.33,90.0
LINEAR40,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR41,100.0,94.44,97.22,1.18,98.33,95.0
LINEAR42,100.0,88.89,94.44,1.44,96.67,93.33
LINEAR43,100.0,100.0,100.0,0.0,100.0,100.0
LINEAR44,100.0,89.26,94.63,0.73,95.0,93.33
LINEAR45,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR46,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR47,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR48,89.26,93.33,91.3,1.11,91.67,88.33
LINEAR49,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR50,100.0,85.56,92.78,1.44,95.0,91.67
LINEAR51,100.0,88.52,94.26,1.21,96.67,93.33
LINEAR52,100.0,100.0,100.0,0.0,100.0,100.0
LINEAR53,100.0,93.7,96.85,0.56,98.33,96.67
LINEAR54,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR55,100.0,91.48,95.74,0.88,96.67,95.0
LINEAR56,100.0,78.15,89.07,1.21,91.67,88.33
LINEAR57,100.0,57.41,78.7,1.11,81.67,78.33
LINEAR58,82.96,13.33,48.15,0.56,48.33,46.67
LINEAR59,99.26,0.0,49.63,0.73,50.0,48.33
LINEAR60,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR61,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR62,96.67,6.67,51.67,0.0,51.67,51.67
LINEAR63,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR64,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR65,90.0,16.67,53.33,0.0,53.33,53.33
LINEAR66,100.0,13.7,56.85,0.56,58.33,56.67
LINEAR67,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR68,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR69,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR70,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR71,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR72,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR73,90.0,3.33,46.67,0.0,46.67,46.67
LINEAR74,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR75,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR76,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR77,100.0,3.7,51.85,0.56,53.33,51.67
LINEAR78,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR79,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR80,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR81,89.63,7.41,48.52,0.56,50.0,48.33
LINEAR82,100.0,6.3,53.15,0.56,53.33,51.67
LINEAR83,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR84,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR85,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR86,100.0,0.37,50.19,0.56,51.67,50.0
LINEAR87,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR88,100.0,1.48,50.74,0.88,51.67,50.0
LINEAR89,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR90,100.0,4.81,52.41,0.88,53.33,51.67
LINEAR91,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR92,90.0,13.33,51.67,0.0,51.67,51.67
LINEAR93,99.63,6.67,53.15,0.56,53.33,51.67
LINEAR94,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR95,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR96,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR97,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR98,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR99,90.0,7.04,48.52,0.56,50.0,48.33
LINEAR100,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR101,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR102,96.67,12.22,54.44,0.83,55.0,53.33
LINEAR103,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR104,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR105,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR106,100.0,3.33,51.67,0.0,51.67,51.67
OLD1,60.0,56.67,58.33,0.0,58.33,58.33
OLD2,70.0,100.0,85.0,0.0,85.0,85.0
OLD3,3.33,100.0,51.67,0.0,51.67,51.67
OLD4,70.0,100.0,85.0,0.0,85.0,85.0
OLD5,56.67,96.67,76.67,0.0,76.67,76.67
OLD6,96.67,13.33,55.0,0.0,55.0,55.0
OLD7,86.67,100.0,93.33,0.0,93.33,93.33
OLD8,96.67,90.0,93.33,0.0,93.33,93.33
OLD9,73.33,73.33,73.33,0.0,73.33,73.33
OLD10,70.0,76.67,73.33,0.0,73.33,73.33
OLD11,83.33,33.33,58.33,0.0,58.33,58.33
OLD12,100.0,100.0,100.0,0.0,100.0,100.0
OLD13,100.0,100.0,100.0,0.0,100.0,100.0
OLD14,100.0,100.0,100.0,0.0,100.0,100.0
OLD15,96.67,100.0,98.33,0.0,98.33,98.33
OLD16,100.0,100.0,100.0,0.0,100.0,100.0
OLD17,86.67,86.67,86.67,0.0,86.67,86.67
OLD18,100.0,100.0,100.0,0.0,100.0,100.0
OLD19,100.0,100.0,100.0,0.0,100.0,100.0
OLD20,100.0,100.0,100.0,0.0,100.0,100.0
OLD21,100.0,100.0,100.0,0.0,100.0,100.0
OLD22,100.0,100.0,100.0,0.0,100.0,100.0
OLD23,100.0,100.0,100.0,0.0,100.0,100.0
OLD24,100.0,100.0,100.0,0.0,100.0,100.0
OLD25,100.0,100.0,100.0,0.0,100.0,100.0
OLD26,100.0,100.0,100.0,0.0,100.0,100.0
OLD27,100.0,100.0,100.0,0.0,100.0,100.0
OLD28,100.0,100.0,100.0,0.0,100.0,100.0
OLD29,100.0,100.0,100.0,0.0,100.0,100.0
OLD30,90.0,100.0,95.0,0.0,95.0,95.0
OLD31,100.0,100.0,100.0,0.0,100.0,100.0
OLD32,100.0,100.0,100.0,0.0,100.0,100.0
OLD33,100.0,100.0,100.0,0.0,100.0,100.0
OLD34,100.0,100.0,100.0,0.0,100.0,100.0
OLD35,100.0,100.0,100.0,0.0,100.0,100.0
OLD36,100.0,100.0,100.0,0.0,100.0,100.0
OLD37,100.0,100.0,100.0,0.0,100.0,100.0
OLD38,43.33,100.0,71.67,0.0,71.67,71.67
OLD39,100.0,100.0,100.0,0.0,100.0,100.0
OLD40,100.0,100.0,100.0,0.0,100.0,100.0
OLD41,100.0,100.0,100.0,0.0,100.0,100.0
OLD42,100.0,100.0,100.0,0.0,100.0,100.0
OLD43,100.0,100.0,100.0,0.0,100.0,100.0
OLD44,100.0,100.0,100.0,0.0,100.0,100.0
OLD45,100.0,100.0,100.0,0.0,100.0,100.0
OLD46,100.0,100.0,100.0,0.0,100.0,100.0
OLD47,86.67,93.33,90.0,0.0,90.0,90.0
OLD48,100.0,100.0,100.0,0.0,100.0,100.0
OLD49,100.0,100.0,100.0,0.0,100.0,100.0
OLD50,100.0,100.0,100.0,0.0,100.0,100.0
OLD51,100.0,100.0,100.0,0.0,100.0,100.0
OLD52,100.0,100.0,100.0,0.0,100.0,100.0
OLD53,100.0,100.0,100.0,0.0,100.0,100.0
OLD54,100.0,100.0,100.0,0.0,100.0,100.0
OLD55,100.0,100.0,100.0,0.0,100.0,100.0
OLD56,100.0,100.0,100.0,0.0,100.0,100.0
OLD57,96.67,100.0,98.33,0.0,98.33,98.33
OLD58,0.0,100.0,50.0,0.0,50.0,50.0
OLD59,100.0,6.67,53.33,0.0,53.33,53.33
OLD60,100.0,3.33,51.67,0.0,51.67,51.67
OLD61,100.0,0.0,50.0,0.0,50.0,50.0
OLD62,86.67,13.33,50.0,0.0,50.0,50.0
OLD63,3.33,100.0,51.67,0.0,51.67,51.67
OLD64,0.0,100.0,50.0,0.0,50.0,50.0
OLD65,13.33,100.0,56.67,0.0,56.67,56.67
OLD66,66.67,53.33,60.0,0.0,60.0,60.0
OLD67,53.33,63.33,58.33,0.0,58.33,58.33
OLD68,56.67,53.33,55.0,0.0,55.0,55.0
OLD69,70.0,40.0,55.0,0.0,55.0,55.0
OLD70,96.67,16.67,56.67,0.0,56.67,56.67
OLD71,36.67,70.0,53.33,0.0,53.33,53.33
OLD72,50.0,60.0,55.0,0.0,55.0,55.0
OLD73,26.67,80.0,53.33,0.0,53.33,53.33
OLD74,66.67,40.0,53.33,0.0,53.33,53.33
OLD75,86.67,23.33,55.0,0.0,55.0,55.0
OLD76,16.67,83.33,50.0,0.0,50.0,50.0
OLD77,86.67,20.0,53.33,0.0,53.33,53.33
OLD78,86.67,23.33,55.0,0.0,55.0,55.0
OLD79,46.67,70.0,58.33,0.0,58.33,58.33
OLD80,50.0,66.67,58.33,0.0,58.33,58.33
OLD81,26.67,83.33,55.0,0.0,55.0,55.0
OLD82,86.67,23.33,55.0,0.0,55.0,55.0
OLD83,53.33,56.67,55.0,0.0,55.0,55.0
OLD84,86.67,23.33,55.0,0.0,55.0,55.0
OLD85,46.67,73.33,60.0,0.0,60.0,60.0
OLD86,50.0,56.67,53.33,0.0,53.33,53.33
OLD87,43.33,70.0,56.67,0.0,56.67,56.67
OLD88,50.0,63.33,56.67,0.0,56.67,56.67
OLD89,53.33,56.67,55.0,0.0,55.0,55.0
OLD90,20.0,90.0,55.0,0.0,55.0,55.0
OLD91,50.0,60.0,55.0,0.0,55.0,55.0
OLD92,43.33,76.67,60.0,0.0,60.0,60.0
OLD93,66.67,40.0,53.33,0.0,53.33,53.33
OLD94,36.67,76.67,56.67,0.0,56.67,56.67
OLD95,50.0,73.33,61.67,0.0,61.67,61.67
OLD96,43.33,73.33,58.33,0.0,58.33,58.33
OLD97,86.67,23.33,55.0,0.0,55.0,55.0
OLD98,93.33,20.0,56.67,0.0,56.67,56.67
OLD99,43.33,83.33,63.33,0.0,63.33,63.33
OLD100,86.67,26.67,56.67,0.0,56.67,56.67
OLD101,86.67,20.0,53.33,0.0,53.33,53.33
OLD102,26.67,93.33,60.0,0.0,60.0,60.0
OLD103,66.67,63.33,65.0,0.0,65.0,65.0
OLD104,53.33,66.67,60.0,0.0,60.0,60.0
OLD105,50.0,80.0,65.0,0.0,65.0,65.0
OLD106,53.33,70.0,61.67,0.0,61.67,61.67
