Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF24,63.0,37.0,50.0,7.45,65.0,40.0,0.57,0.05,0.69,0.52
RBF25,84.0,34.0,59.0,8.1,80.0,50.0,0.58,0.1,0.87,0.51
RBF26,77.0,54.0,65.5,9.56,75.0,50.0,0.62,0.06,0.69,0.51
RBF27,72.0,62.0,67.0,7.89,80.0,55.0,0.66,0.06,0.74,0.52
LINEAR1,4.0,95.0,49.5,1.58,50.0,45.0,0.51,0.04,0.56,0.45
LINEAR2,51.0,88.0,69.5,3.69,75.0,65.0,0.81,0.05,0.86,0.73
LINEAR3,43.0,84.0,63.5,5.3,70.0,50.0,0.75,0.03,0.8,0.71
LINEAR4,12.0,93.0,52.5,3.54,60.0,50.0,0.62,0.06,0.71,0.53
LINEAR5,31.0,91.0,61.0,11.97,80.0,45.0,0.81,0.05,0.88,0.73
LINEAR6,32.0,92.0,62.0,6.32,70.0,55.0,0.73,0.04,0.78,0.66
LINEAR7,12.0,97.0,54.5,3.69,60.0,45.0,0.57,0.05,0.69,0.49
LINEAR8,29.0,95.0,62.0,8.23,75.0,55.0,0.82,0.05,0.9,0.74
LINEAR9,73.0,97.0,85.0,6.24,95.0,75.0,0.93,0.04,1.0,0.87
LINEAR10,7.0,97.0,52.0,3.5,60.0,50.0,0.64,0.08,0.74,0.5
LINEAR11,36.0,90.0,63.0,5.37,70.0,55.0,0.83,0.05,0.88,0.72
LINEAR12,45.0,98.0,71.5,12.92,85.0,55.0,0.95,0.02,0.99,0.91
LINEAR13,7.0,91.0,49.0,2.11,50.0,45.0,0.41,0.06,0.51,0.35
LINEAR14,32.0,53.0,42.5,4.25,50.0,35.0,0.41,0.02,0.44,0.38
LINEAR15,77.0,72.0,74.5,3.69,80.0,70.0,0.84,0.03,0.9,0.8
LINEAR16,11.0,97.0,54.0,3.94,60.0,45.0,0.54,0.06,0.59,0.39
LINEAR17,51.0,86.0,68.5,6.69,80.0,60.0,0.74,0.03,0.8,0.7
LINEAR18,29.0,99.0,64.0,8.43,80.0,55.0,0.79,0.09,0.91,0.66
LINEAR19,38.0,70.0,54.0,2.11,55.0,50.0,0.51,0.02,0.54,0.48
LINEAR20,24.0,94.0,59.0,11.01,75.0,50.0,0.64,0.03,0.68,0.58
LINEAR21,15.0,95.0,55.0,7.45,70.0,50.0,0.63,0.03,0.69,0.58
LINEAR22,35.0,68.0,51.5,7.84,60.0,40.0,0.45,0.02,0.5,0.42
LINEAR23,31.0,92.0,61.5,9.73,75.0,50.0,0.62,0.03,0.67,0.56
LINEAR24,37.0,88.0,62.5,6.35,75.0,55.0,0.72,0.02,0.75,0.67
LINEAR25,50.0,80.0,65.0,8.16,75.0,55.0,0.64,0.04,0.68,0.55
LINEAR26,26.0,86.0,56.0,5.16,65.0,50.0,0.54,0.1,0.66,0.38
LINEAR27,23.0,88.0,55.5,7.25,70.0,50.0,0.62,0.1,0.75,0.5
OLD1,0.0,0.0,55.0,0.0,55.0,55.0,0.4,0.0,0.4,0.4
OLD2,0.0,0.0,70.0,0.0,70.0,70.0,0.67,0.0,0.67,0.67
OLD3,0.0,0.0,55.0,0.0,55.0,55.0,0.36,0.0,0.35,0.35
OLD4,0.0,0.0,50.0,0.0,50.0,50.0,0.39,0.0,0.39,0.39
OLD5,0.0,0.0,85.0,0.0,85.0,85.0,0.85,0.0,0.85,0.85
OLD6,0.0,0.0,65.0,0.0,65.0,65.0,0.56,0.0,0.56,0.56
OLD7,0.0,0.0,50.0,0.0,50.0,50.0,0.18,0.0,0.18,0.18
OLD8,0.0,0.0,50.0,0.0,50.0,50.0,0.37,0.0,0.37,0.37
OLD9,0.0,0.0,55.0,0.0,55.0,55.0,0.42,0.0,0.42,0.42
OLD10,0.0,0.0,55.0,0.0,55.0,55.0,0.34,0.0,0.34,0.34
OLD11,0.0,0.0,55.0,0.0,55.0,55.0,0.23,0.0,0.23,0.23
OLD12,0.0,0.0,55.0,0.0,55.0,55.0,0.35,0.0,0.35,0.35
OLD13,0.0,0.0,50.0,0.0,50.0,50.0,0.34,0.0,0.34,0.34
OLD14,0.0,0.0,50.0,0.0,50.0,50.0,0.24,0.0,0.24,0.24
OLD15,0.0,0.0,60.0,0.0,60.0,60.0,0.32,0.0,0.32,0.32
OLD16,0.0,0.0,50.0,0.0,50.0,50.0,0.2,0.0,0.19,0.19
OLD17,0.0,0.0,55.0,0.0,55.0,55.0,0.29,0.0,0.29,0.29
OLD18,0.0,0.0,50.0,0.0,50.0,50.0,0.25,0.0,0.25,0.25
OLD19,0.0,0.0,55.0,0.0,55.0,55.0,0.25,0.0,0.25,0.25
OLD20,0.0,0.0,55.0,0.0,55.0,55.0,0.38,0.0,0.38,0.38
OLD21,0.0,0.0,55.0,0.0,55.0,55.0,0.36,0.0,0.36,0.36
OLD22,0.0,0.0,55.0,0.0,55.0,55.0,0.29,0.0,0.29,0.29
OLD23,0.0,0.0,50.0,0.0,50.0,50.0,0.36,0.0,0.36,0.36
OLD24,0.0,0.0,55.0,0.0,55.0,55.0,0.38,0.0,0.38,0.38
OLD25,0.0,0.0,50.0,0.0,50.0,50.0,0.21,0.0,0.21,0.21
OLD26,0.0,0.0,50.0,0.0,50.0,50.0,0.29,0.0,0.28,0.28
OLD27,0.0,0.0,50.0,0.0,50.0,50.0,0.27,0.0,0.27,0.27
